ID,Amt Requested,Amt Funded,Length,Monthly Pmt,Pmts to Date,State,Income,Open LoC,Total LoC,Employ,Purpose,FICO,Home,Utilization,Rate,D/I,Standing,Balance,Delinquent,Months
22639,24250,24250,60 months,539.31,4309.12,CA,4583.33,5,10,2,Consolidate Debt,716-750,Rent,87.40%,11.99%,22.91%,Currently paying,20705,0,
22640,12000,12000,36 months,373.33,744.86,NY,2500,6,7,6,Credit Card,716-750,Rent,33.90%,7.51%,11.76%,Currently paying,9522,0,
22641,9000,9000,36 months,297.69,593.96,NY,4583.33,9,24,10+,Consolidate Debt,681-715,Rent,40.90%,11.71%,14.66%,Currently paying,8870,1,15
22642,12800,12800,60 months,311.41,3101.6,MO,2666.67,8,27,8,Consolidate Debt,681-715,Mortgage,55.50%,16.02%,4.16%,Currently paying,4270,0,40
22643,9100,9100,36 months,307.67,11022.58,TX,4100,9,26,2,Credit Card,660-680,Rent,83.80%,13.24%,7.37%,Paid,14421,2,7
22644,5975,5975,36 months,205.55,2672.02,CA,4333.33,7,18,< 1,Other,681-715,Rent,81.90%,14.46%,19.52%,Currently paying,21888,0,
22645,6400,6400,36 months,203.23,0,SD,2916.67,6,28,10+,Other,716-750,Mortgage,90.30%,8.90%,20.57%,No payment due,21497,0,
22646,10000,10000,60 months,232.64,1392.6,Ill,6667,5,14,10+,Other,716-750,Rent,32.80%,13.99%,6.33%,Currently paying,2232,0,24
22647,10075,10075,60 months,224.07,1340.1,OH,5833.33,11,27,1,Vacation,716-750,Mortgage,39.70%,11.99%,24.29%,Currently paying,23529,0,
22648,7500,0,36 months,246.75,8848.79,NM,2916.67,4,11,4,Consolidate Debt,681-715,Own,47.70%,11.34%,10.66%,Paid,1238,2,18
22649,7000,7000,36 months,250.52,0,CA,3250,13,27,2,Consolidate Debt,660-680,Mortgage,70.80%,17.27%,24.28%,No payment due,6581,0,
22650,3375,3375,36 months,114.52,911.12,MN,2750,7,18,10+,Wedding,681-715,Rent,86.80%,13.49%,17.45%,Currently paying,19621,0,36
22651,11500,11500,36 months,377.1,3752.2,WA,4000,3,42,3,Consolidate Debt,716-750,Rent,28.30%,11.11%,29.07%,Currently paying,1696,0,41
22652,10800,10800,36 months,359.91,5026.98,CA,2750,12,19,2,Consolidate Debt,681-715,Rent,77.60%,12.23%,16.40%,Currently paying,6557,1,23
22653,20000,20000,36 months,662.68,19182.63,MA,14375,17,21,3,Credit Card,716-750,Rent,50.30%,11.83%,13.22%,Currently paying,10767,0,
22654,10000,10000,36 months,311.02,2173.29,PA,3200,5,9,3,Consolidate Debt,716-750,Rent,58.00%,7.49%,14.22%,Currently paying,9396,0,
22655,7500,2325,36 months,252.14,7581.35,NY,4583.33,10,18,7,small_business,716-750,Rent,17.70%,12.84%,8.92%,Paid,4590,0,
22656,5000,5000,36 months,155.38,5174.18,NY,16666.67,2,2,4,Vacation,751-780,Rent,13.70%,7.43%,0.28%,Paid,3164,0,0
22657,20000,20000,36 months,613.35,7967.83,MA,7500,8,20,< 1,Credit Card,751-780,Rent,29.80%,6.54%,6.11%,Currently paying,14328,0,
22658,4500,4500,36 months,137.7,4835.89,GA,7091.67,8,24,10+,Consolidate Debt,781+,Mortgage,9.10%,6.39%,6.35%,Paid,4446,0,
22659,25000,14850,36 months,608.58,17589.53,MO,12916.67,11,42,3,Consolidate Debt,660-680,Mortgage,29.80%,17.93%,10.32%,Paid,26695,1,6
22660,2100,2100,36 months,67.68,337.15,CA,8750,14,25,2,Consolidate Debt,681-715,Rent,78.70%,9.91%,19.63%,Currently paying,57755,0,
22661,15000,15000,36 months,517.42,0,OH,21666.67,22,39,3,Consolidate Debt,681-715,Mortgage,88.10%,14.65%,15.60%,No payment due,69223,0,
22662,12000,12000,60 months,297.53,1778.4,NC,4166.67,12,23,10+,Consolidate Debt,660-680,Mortgage,72.60%,16.89%,14.81%,Currently paying,25759,1,7
22663,9000,9000,60 months,243.43,2179.08,FL,1750,11,13,< 1,Consolidate Debt,660-680,Mortgage,48.10%,20.99%,10.57%,Currently paying,6981,0,
22664,25000,25000,36 months,875.27,20100.16,CA,3916.67,6,19,3,Consolidate Debt,681-715,Rent,86.20%,15.70%,10.85%,Currently paying,13966,0,
22665,15000,15000,36 months,456.54,0,CA,9250,12,22,1,Consolidate Debt,751-780,Rent,34.90%,6.03%,4.88%,No payment due,15921,0,
22666,17500,17500,36 months,585.67,19755.76,CO,3666.67,7,24,6,Consolidate Debt,716-750,Rent,85.10%,12.53%,21.63%,Paid,20010,0,
22667,4000,4000,36 months,137.24,426.17,TX,6250,4,17,5,Wedding,681-715,Mortgage,88.50%,14.27%,1.84%,Currently paying,5311,1,18
22668,6200,6200,36 months,195.7,1360.66,TX,8333.33,8,23,3,Home Improvement,681-715,Mortgage,20.00%,8.49%,12.64%,Currently paying,3367,0,36
22669,24000,18575,60 months,444.15,3097.92,WV,6333.33,21,42,10+,Consolidate Debt,716-750,Mortgage,51.50%,15.23%,14.15%,Currently paying,25996,0,
22670,9250,9250,36 months,306.77,10083.81,OH,5416.67,14,32,6,Consolidate Debt,716-750,Mortgage,23.70%,11.89%,16.28%,Currently paying,10111,1,23
22671,5000,5000,36 months,162.73,989.06,MI,4880,16,28,10+,Car Loan,681-715,Mortgage,58.50%,10.59%,18.61%,Currently paying,17314,0,
22672,9500,9500,36 months,318.68,449.28,CT,5416.67,18,39,5,Consolidate Debt,681-715,Rent,62.90%,12.69%,23.39%,Currently paying,9880,0,
22673,18000,18000,36 months,614.47,21590.93,Ill,8333.33,9,26,7,Consolidate Debt,681-715,Own,43.70%,13.92%,17.52%,Paid,9360,0,38
22674,13000,13000,36 months,429.99,1287.69,VA,10000,7,9,10+,Consolidate Debt,681-715,Rent,91.10%,11.71%,3.41%,Currently paying,9655,0,
22675,12000,10403.38,36 months,361.92,5425.65,GA,5666.67,15,56,10+,Medical Expenses,751-780,Mortgage,11.80%,5.42%,18.88%,Currently paying,40,0,
22676,12000,12000,60 months,254.44,1272.05,GA,4583.33,13,26,6,Consolidate Debt,716-750,Mortgage,38.20%,9.91%,15.08%,Currently paying,12381,0,
22677,7500,7500,36 months,245.51,1708.7,NJ,10000,10,34,10+,Other,716-750,Mortgage,95.80%,10.99%,8.52%,Currently paying,15707,0,
22678,35000,35000,36 months,1095.16,0,NM,10416.67,6,35,10+,Consolidate Debt,751-780,Mortgage,53.50%,7.90%,9.79%,No payment due,30010,0,
22679,4000,4000,36 months,137.91,3993.01,VA,4166.67,3,5,3,Consolidate Debt,681-715,Rent,94.10%,14.61%,10.01%,Currently paying,1412,0,38
22680,9350,8778.52,60 months,196.92,2553.72,OH,4041.67,17,31,10+,Consolidate Debt,716-750,Mortgage,69.30%,9.62%,23.68%,Currently paying,45790,0,
22681,4200,4200,36 months,129.54,1423.29,CA,4000,5,10,10+,Medical Expenses,751-780,Rent,37.40%,6.92%,14.00%,Currently paying,7016,0,
22682,18000,17876.45,60 months,355.66,5683.2,OH,6250,14,52,10+,Consolidate Debt,716-750,Mortgage,43.90%,6.91%,10.32%,Currently paying,18432,0,
22683,2000,2000,36 months,62.36,744.36,NY,6000,14,34,n/a,Major Appliance Purchase,716-750,Mortgage,33.90%,7.66%,19.00%,Currently paying,4947,0,32
22684,6000,6000,36 months,196.41,1563.52,NC,4231.67,6,15,10+,Consolidate Debt,681-715,Mortgage,72.70%,10.99%,9.10%,Currently paying,11630,0,36
22685,5000,5000,36 months,174.02,2262,CT,2000,4,10,6,Other,660-680,Rent,22.60%,15.28%,2.85%,Currently paying,1469,0,
22686,10250,10250,36 months,352.22,11443.66,FL,6000,28,32,4,Consolidate Debt,681-715,Rent,6.50%,14.38%,17.83%,Paid,3815,0,0
22687,10800,10800,60 months,287.94,860.1,MN,7916.67,14,29,7,Consolidate Debt,660-680,Mortgage,58.40%,20.30%,4.07%,Currently paying,7878,0,
22688,4200,4200,60 months,89.99,1163.11,OH,3708.33,6,20,6,Home Improvement,716-750,Own,59.30%,10.36%,20.68%,Currently paying,4508,0,74
22689,16750,16750,60 months,371.42,6341.96,MD,4200,5,24,10+,Consolidate Debt,716-750,Mortgage,51.60%,11.86%,13.74%,Extremely late/charged off/default,10842,0,
22690,6000,6000,36 months,209.82,1254.96,NY,6416.67,7,10,10+,Consolidate Debt,660-680,Mortgage,67.30%,15.62%,2.10%,Currently paying,5246,0,
22691,6250,6250,36 months,217.6,5655.04,NY,1600,9,12,4,Educational Expenses,660-680,Rent,94.40%,15.31%,15.13%,Currently paying,4815,1,16
22692,6000,6000,60 months,117.51,1858.4,FL,5833.33,5,12,10+,Renewable Energy,781+,Own,3.70%,6.54%,0.43%,Currently paying,779,0,
22693,12000,12000,36 months,397.77,6731.66,AL,3520,18,29,2,Consolidate Debt,681-715,Own,29.10%,11.86%,11.45%,Currently paying,12589,0,
22694,4000,4000,36 months,134.18,133.76,NC,4500,12,22,5,Credit Card,681-715,Mortgage,76.70%,12.69%,17.27%,Currently paying,12575,1,7
22695,30000,14125,60 months,759.85,7591.5,Tex,6667,17,44,6,Consolidate Debt,681-715,Mortgage,93.80%,17.88%,16.26%,Currently paying,40128,0,
22696,5175,5175,36 months,157.51,629.76,GA,3000,10,34,6,Consolidate Debt,751-780,Mortgage,44.30%,6.03%,17.57%,Currently paying,18994,0,
22697,7000,7000,36 months,218.97,4824.84,NJ,5416.67,14,21,2,Major Appliance Purchase,716-750,Rent,28.40%,7.88%,19.02%,Extremely late/charged off/default,10429,0,77
22698,15000,15000,36 months,481.34,7208.1,CA,4833,4,8,2,Other,716-750,Mortgage,78.00%,9.62%,6.41%,Currently paying,11462,0,
22699,15550,15550,60 months,361.75,2890.64,PA,4000,12,29,10+,Consolidate Debt,716-750,Rent,55.50%,13.99%,23.52%,Currently paying,24775,0,
22700,10000,10000,36 months,334.16,0,CO,3990.39,16,28,6,Credit Card,681-715,Rent,83.00%,12.42%,21.79%,Currently paying,22666,0,63
22701,8000,8000,36 months,256.76,8617.98,KS,4250,4,13,5,Vacation,781+,Rent,6.60%,9.63%,0.24%,Paid,132,0,
22702,9600,9600,36 months,298.67,6243.53,NJ,7083.33,5,14,4,Major Appliance Purchase,751-780,Rent,18.90%,7.51%,6.28%,Currently paying,2555,0,
22703,15000,15000,36 months,466.53,4187.61,FL,3333.33,13,22,5,Consolidate Debt,751-780,Mortgage,32.40%,7.49%,22.44%,Currently paying,13951,0,
22704,12000,12000,60 months,263.86,786.3,NY,2333.33,14,60,3,Consolidate Debt,751-780,Rent,26.50%,11.49%,9.21%,Extremely late/charged off/default,7441,0,
22705,11200,11200,60 months,265.92,3876.35,NJ,5833.33,12,22,2,Consolidate Debt,681-715,Rent,76.30%,14.91%,10.51%,Currently paying,11448,0,73
22706,4800,4800,36 months,156.56,1560.7,TX,4000,7,13,3,Credit Card,681-715,Mortgage,51.90%,10.74%,16.40%,Currently paying,3889,0,
22707,17325,17325,36 months,558.3,557.57,NY,3500,3,15,10+,Credit Card,716-750,Rent,70.60%,9.91%,22.91%,Currently paying,9885,0,
22708,4800,4800,60 months,103.75,1244.16,OH,3333.33,5,8,1,Consolidate Debt,681-715,Mortgage,39.70%,10.74%,6.42%,Currently paying,2899,0,
22709,25000,25000,36 months,878.31,17548.6,FL,14583.33,8,14,10+,Consolidate Debt,681-715,Mortgage,65.20%,15.95%,8.27%,Currently paying,6126,0,
22710,1400,1400,36 months,42.23,252.66,CA,4500,9,25,10+,Major Appliance Purchase,781+,Mortgage,2.70%,5.42%,12.07%,Currently paying,896,0,
22711,20000,12700,60 months,281.61,5612,OK,5666.67,14,34,10+,Consolidate Debt,716-750,Rent,46.00%,11.86%,10.36%,Currently paying,20114,0,
22712,20000,20000,36 months,685.69,20914.97,CA,15000,18,33,1,Credit Card,681-715,Rent,89.10%,14.22%,22.93%,Paid,86469,0,
22713,12000,12000,36 months,413.94,826.76,KS,5916.67,15,38,1,Credit Card,660-680,Rent,71.00%,14.65%,14.87%,Currently paying,17972,0,
22714,20000,20000,36 months,678.49,20867.16,MN,7083.33,13,28,3,Major Appliance Purchase,681-715,Mortgage,23.00%,13.48%,12.07%,Paid,5161,3,5
22715,13000,13000,60 months,282.59,2254.16,PA,2154,16,27,n/a,Major Appliance Purchase,781+,Own,5.90%,10.99%,18.15%,Currently paying,6851,0,
22716,25000,16200,60 months,445.04,3107.37,MD,4750,14,30,10+,small_business,660-680,Rent,92.20%,21.74%,14.97%,Currently paying,26095,0,58
22717,4500,4500,36 months,138.17,413.7,CA,3000,12,28,< 1,Consolidate Debt,716-750,Rent,11.30%,6.62%,9.43%,Currently paying,3268,0,
22718,5000,5000,36 months,176.89,5594.59,VA,6083.33,2,10,10+,Home Improvement,681-715,Own,57.30%,16.45%,0.20%,Paid,401,0,54
22719,15000,15000,36 months,483.16,16678.32,CA,5083.33,8,25,10+,Other,751-780,Mortgage,14.40%,9.88%,8.48%,Paid,29109,0,
22720,25000,25000,36 months,793.84,0,UT,9166.67,11,29,7,Credit Card,716-750,Mortgage,22.70%,8.90%,7.77%,No payment due,10297,0,
22721,6000,6000,36 months,184.23,542.94,FL,2000,5,22,5,Consolidate Debt,751-780,Rent,33.00%,6.62%,7.20%,Currently paying,3238,0,
22722,4400,4400,36 months,146.13,1314.72,CA,4083.33,9,12,10+,Consolidate Debt,660-680,Rent,75.20%,11.99%,9.18%,Currently paying,8419,0,66
22723,19000,19000,36 months,590.94,7063.66,TX,5167,9,27,5,Major Appliance Purchase,781+,Rent,10.20%,7.49%,14.42%,Currently paying,4497,0,
22724,6125,6125,36 months,186.81,2636.34,GA,5000,8,18,10+,Credit Card,716-750,Mortgage,32.20%,6.17%,12.92%,Currently paying,6475,0,
22725,3000,3000,36 months,93.88,187.54,AK,3750,10,15,4,Consolidate Debt,681-715,Rent,63.20%,7.90%,19.39%,Currently paying,16487,0,
22726,5000,5000,36 months,162.73,811.65,TX,7500,13,20,< 1,Moving,681-715,Rent,46.00%,10.59%,18.89%,Currently paying,7814,0,
22727,2100,2100,36 months,69.24,2374.1,Ill,2800,9,23,< 1,Credit Card,681-715,Rent,37.70%,11.48%,13.39%,Paid,14878,0,
22728,7000,7000,36 months,222.21,3328.2,CA,5208.33,9,20,3,Car Loan,681-715,Rent,63.30%,8.88%,22.64%,Currently paying,12668,0,
22729,12000,12000,36 months,393.65,13312.47,CA,3333.33,5,21,6,Consolidate Debt,751-780,Own,52.50%,11.14%,16.71%,Paid,12746,0,
22730,25000,15060.39,60 months,348.59,15750.85,OH,6025,20,25,2,small_business,716-750,Rent,2.00%,13.72%,6.54%,Paid,1156,1,10
22731,5500,3580.18,36 months,179.31,6450.97,NC,3416.67,9,15,10+,Consolidate Debt,681-715,Mortgage,82.90%,10.71%,12.12%,Paid,13427,0,0
22732,5600,5600,60 months,137.65,1096.56,WA,5833,8,23,5,Home Improvement,681-715,Mortgage,97.50%,16.49%,17.85%,Currently paying,5754,0,
22733,14225,14225,60 months,319.46,1276.72,GA,6666.67,18,25,10+,Consolidate Debt,716-750,Mortgage,33.00%,12.42%,21.99%,Currently paying,29602,1,19
22734,5000,5000,36 months,177.7,177.48,NM,3750,8,24,6,Consolidate Debt,660-680,Rent,90.40%,16.77%,15.57%,Currently paying,8585,1,10
22735,20000,1850,36 months,640.2,21583.22,TX,3708.33,8,12,5,Home Improvement,781+,Mortgage,1.70%,9.45%,0.81%,Paid,281,0,0
22736,9200,9200,36 months,287.22,10073.61,GA,5123,6,18,10+,Consolidate Debt,781+,Mortgage,18.40%,7.74%,1.78%,Paid,4600,0,
22737,3000,3000,36 months,92.31,3161.85,VA,4666.67,8,30,4,Major Appliance Purchase,751-780,Mortgage,22.60%,6.76%,24.94%,Paid,7046,0,
22738,9000,9000,60 months,220.78,880.76,VA,5583.33,11,18,4,Consolidate Debt,660-680,Mortgage,81.70%,16.40%,23.71%,Extremely late/charged off/default,18065,0,
22739,4000,4000,36 months,127.09,3295.5,CA,1700,7,15,3,Moving,716-750,Rent,19.40%,8.94%,3.88%,Currently paying,1146,0,35
22740,10000,10000,36 months,324.42,324.11,FL,2300,2,10,5,Wedding,716-750,Rent,11.80%,10.37%,1.74%,Extremely late/charged off/default,623,0,
22741,13000,13000,60 months,321.83,6087.79,CO,3750,17,29,2,Consolidate Debt,660-680,Rent,51.10%,16.82%,22.32%,Currently paying,10994,0,
22742,8400,8400,36 months,255.66,511.04,WA,12000,7,31,n/a,Wedding,751-780,Mortgage,44.10%,6.03%,7.96%,Currently paying,25281,0,
22743,6250,6250,60 months,132.77,1988.1,MI,45000,13,32,6,Consolidate Debt,716-750,Mortgage,37.10%,9.99%,1.24%,Currently paying,18825,0,
22744,12000,12000,60 months,299.98,896.01,IL,8333.33,9,28,10+,Wedding,681-715,Mortgage,17.80%,17.27%,12.46%,Currently paying,2212,2,19
22745,15600,15600,60 months,391.83,1167.72,CA,5000,6,11,10+,Consolidate Debt,681-715,Rent,51.50%,17.49%,15.00%,Extremely late/charged off/default,4119,0,
22746,7000,7000,36 months,230.8,4373.42,VA,2700,4,7,3,Consolidate Debt,716-750,Rent,87.60%,11.49%,22.52%,Currently paying,7368,0,
22747,21000,21000,60 months,528.48,1577.79,CA,12500,5,24,10+,Car Loan,681-715,Rent,94.20%,17.58%,9.22%,Currently paying,35615,0,
22748,6400,6400,36 months,202.31,5864.96,PA,3825,10,20,1,Credit Card,716-750,Mortgage,36.80%,8.59%,15.24%,Currently paying,13010,0,
22749,25000,23800,60 months,527.74,9991.53,CA,4041.67,8,20,3,Credit Card,751-780,Rent,73.30%,11.86%,14.94%,Currently paying,21329,0,
22750,2500,2500,36 months,77.76,541.1,CA,5083.33,11,20,3,Credit Card,716-750,Rent,68.50%,7.49%,10.33%,Currently paying,13910,0,
22751,15000,15000,60 months,333.6,1997.82,MA,3000,13,18,< 1,Consolidate Debt,716-750,Mortgage,32.70%,11.99%,22.70%,Currently paying,8082,0,
22752,15000,15000,60 months,358.43,4638.27,CA,4416.67,7,24,3,Consolidate Debt,681-715,Rent,65.60%,15.20%,5.93%,Currently paying,8315,0,35
22753,2500,2500,36 months,85.78,85.47,NV,5416.67,11,21,10+,Major Appliance Purchase,660-680,Rent,63.10%,14.27%,12.46%,Currently paying,6755,0,
22754,16750,14750,60 months,352.53,6674.89,GA,4166.67,15,28,3,Consolidate Debt,681-715,Rent,66.30%,15.21%,24.12%,Currently paying,11266,0,
22755,5000,5000,36 months,153.84,2916.69,KY,3900,8,38,9,Major Appliance Purchase,781+,Rent,5.90%,6.76%,10.54%,Currently paying,1286,0,
22756,3500,3500,36 months,110.64,3913.51,MN,2708.33,5,9,< 1,Educational Expenses,716-750,Mortgage,9.90%,8.59%,7.83%,Paid,1092,0,
22757,15000,15000,36 months,483.16,11091.52,NY,3333.33,8,15,10+,Consolidate Debt,716-750,Rent,38.80%,9.88%,11.22%,Currently paying,14067,0,
22758,4000,4000,36 months,137.77,1789.58,CA,1166.67,6,7,2,Consolidate Debt,660-680,Own,16.90%,14.54%,11.14%,Currently paying,2677,0,36
22759,30000,30000,60 months,667.19,3999.18,Ill,5322.83,10,21,n/a,Home Improvement,751-780,Mortgage,36.30%,11.99%,4.53%,Currently paying,28898,0,46
22760,12300,12300,36 months,426.14,12331.67,KY,6000,13,29,10+,Credit Card,660-680,Mortgage,46.70%,14.96%,6.43%,Currently paying,5422,0,67
22761,8000,8000,36 months,247.52,5433.78,AZ,7083.33,9,32,5,Wedding,781+,Mortgage,7.80%,7.14%,3.29%,Currently paying,47146,0,
22762,4000,4000,36 months,121.67,973.04,TX,5000,5,7,< 1,Consolidate Debt,751-780,Mortgage,51.20%,5.99%,8.52%,Currently paying,14334,0,
22763,24000,24000,60 months,542.28,0,PA,4583,8,18,5,Consolidate Debt,716-750,Rent,52.70%,12.69%,17.19%,No payment due,23981,0,
22764,9000,9000,36 months,305.38,915.6,IL,5833.33,16,38,3,Credit Card,681-715,Rent,83.60%,13.49%,20.62%,Currently paying,9692,0,77
22765,35000,18750,60 months,557.87,3895.01,Ill,8333.33,9,23,10+,Consolidate Debt,751-780,Mortgage,17.80%,13.49%,14.84%,Currently paying,2049,0,
22766,8000,7975,36 months,241.86,3363.92,MN,2916.67,8,18,6,Consolidate Debt,751-780,Mortgage,36.40%,5.79%,12.48%,Currently paying,8481,0,
22767,3600,3600,60 months,83.04,1490.04,VA,5833.33,9,27,6,Major Appliance Purchase,681-715,Mortgage,50.90%,13.61%,16.18%,Currently paying,17157,2,16
22768,13000,13000,36 months,442.23,0,FL,9333.33,8,17,10+,Consolidate Debt,681-715,Mortgage,95.50%,13.67%,1.78%,No payment due,5922,0,
22769,18000,18000,36 months,607.41,14122.19,NY,3333.33,6,12,2,Consolidate Debt,681-715,Rent,69.50%,13.11%,3.24%,Currently paying,3612,0,
22770,10000,10000,36 months,317.72,8557.65,PA,2946.67,4,12,9,Home Improvement,781+,Mortgage,12.30%,8.94%,12.52%,Currently paying,2600,0,
22771,1200,1200,36 months,37.28,1017.7,DE,5000,8,44,10+,Major Appliance Purchase,751-780,Mortgage,6.50%,7.40%,6.80%,Currently paying,37459,0,
22772,12000,12000,36 months,400.99,0,NY,3416.67,10,15,4,Consolidate Debt,681-715,Rent,61.30%,12.42%,19.82%,No payment due,7600,0,
22773,15000,15000,60 months,338.93,338.21,MI,3333.33,12,14,10+,small_business,716-750,Mortgage,41.40%,12.69%,18.36%,Currently paying,12713,0,
22774,9500,6500,36 months,305.47,10885.87,DE,5338.67,9,15,4,Credit Card,716-750,Mortgage,45.60%,9.76%,4.80%,Paid,12226,1,23
22775,35000,35000,36 months,1257.98,2508.58,NY,12083.33,17,27,6,Consolidate Debt,681-715,Rent,58.10%,17.58%,10.06%,Currently paying,23796,0,68
22776,6000,537.08,36 months,110.24,3968.48,CO,3916.67,3,9,1,Consolidate Debt,681-715,Rent,51.10%,10.33%,1.79%,Paid,3321,0,26
22777,18000,18000,60 months,430.78,860.22,CA,8916.67,14,43,10+,small_business,716-750,Own,47.20%,15.27%,13.95%,Currently paying,17755,0,71
22778,14000,10000,36 months,480.29,5296.38,FL,9166.67,15,43,4,Consolidate Debt,681-715,Rent,86.80%,14.26%,20.04%,Extremely late/charged off/default,48306,0,81
22779,9500,9500,36 months,292.3,4652.16,MA,5833.33,6,18,10+,Consolidate Debt,751-780,Rent,25.60%,6.76%,6.24%,Currently paying,9940,0,
22780,14000,14000,36 months,510.01,0,WA,7166.67,14,43,6,Consolidate Debt,660-680,Rent,75.30%,18.55%,15.15%,No payment due,21543,1,10
22781,10800,10800,36 months,346.57,11433.52,VA,6250,16,23,< 1,Consolidate Debt,681-715,Rent,38.70%,9.62%,17.36%,Paid,5877,0,
22782,30000,30000,36 months,977.2,975.99,MD,8958.33,6,18,6,Consolidate Debt,716-750,Mortgage,77.90%,10.65%,18.49%,Currently paying,43293,0,
22783,12000,12000,36 months,365.23,12232.86,OH,8250,9,25,10+,Vacation,781+,Mortgage,18.90%,6.03%,2.21%,Paid,8052,0,
22784,15000,15000,36 months,529.51,529.18,MI,7200,9,20,7,small_business,660-680,Mortgage,81.00%,16.29%,16.39%,Currently paying,40291,0,31
22785,20500,19861.23,60 months,487.27,10222.17,CA,2500,2,9,2,Consolidate Debt,716-750,Rent,5.40%,14.96%,10.76%,Currently paying,109,0,31
22786,10000,10000,36 months,325.6,7470.63,FL,4000,3,7,< 1,Credit Card,751-780,Rent,28.90%,10.62%,7.97%,Currently paying,10620,0,
22787,5000,5000,36 months,156.46,156.2,CA,6000,5,6,7,Consolidate Debt,716-750,Rent,29.40%,7.90%,8.97%,No payment due,5735,0,
22788,12000,12000,60 months,282.09,4504.64,MO,4167,9,20,9,Credit Card,681-715,Mortgage,36.30%,14.46%,17.61%,Currently paying,5225,1,4
22789,12000,7225,36 months,388.34,5097.75,NY,6250,6,14,2,Credit Card,751-780,Rent,0.00%,10.20%,6.88%,Extremely late/charged off/default,0,0,
22790,1500,1500,36 months,48.41,530.53,CA,3000,7,18,5,Other,681-715,Rent,46.60%,10.00%,22.30%,Currently paying,9528,0,54
22791,35000,35000,60 months,937.06,0,CA,15833.33,12,25,8,Consolidate Debt,681-715,Rent,72.00%,20.50%,14.15%,No payment due,59123,0,
22792,8000,8000,36 months,263.29,6307.2,CA,13389.15,6,21,3,Other,681-715,Mortgage,94.20%,11.36%,5.27%,Currently paying,7351,0,60
22793,5500,5500,36 months,165.88,1325.28,TX,12165.55,6,21,2,Consolidate Debt,781+,Mortgage,7.20%,5.42%,1.77%,Currently paying,4151,0,
22794,10000,10000,36 months,315.63,2199.33,LA,10833.33,5,11,6,Major Appliance Purchase,751-780,Mortgage,16.70%,8.49%,6.98%,Currently paying,1807,0,
22795,10000,7000,36 months,350.39,12322.72,PA,3553.56,7,9,8,Home Improvement,660-680,Own,23.10%,15.76%,13.56%,Paid,2076,0,34
22796,5000,5000,36 months,167.34,4840.97,NM,3300,7,12,2,Consolidate Debt,681-715,Mortgage,26.10%,12.53%,2.97%,Currently paying,3869,0,63
22797,14000,14000,60 months,283.2,1130.04,MD,5833.33,11,36,9,Consolidate Debt,781+,Mortgage,26.50%,7.90%,19.15%,Currently paying,10936,0,
22798,1200,1200,36 months,36.53,182.4,OK,5000,7,8,6,Car Loan,751-780,Mortgage,23.70%,6.03%,4.36%,Currently paying,10222,0,
22799,1800,1800,36 months,59.54,118.62,MI,4083.33,5,16,10+,Medical Expenses,681-715,Rent,42.20%,11.71%,15.33%,Currently paying,4426,0,59
22800,3000,0,36 months,96.03,3358.85,MT,2166,7,19,10+,Major Appliance Purchase,716-750,Any,11.10%,9.45%,14.82%,Paid,1059,0,
22801,5000,5000,36 months,150.8,2257.35,DC,3333.33,7,12,< 1,Other,781+,Own,21.90%,5.42%,23.37%,Currently paying,4887,0,
22802,11300,11300,36 months,381.95,12003.35,NY,3491,5,32,8,Consolidate Debt,681-715,Rent,94.60%,13.22%,19.05%,Paid,32720,0,
22803,16000,16000,60 months,405.26,4044.1,NV,7500,13,20,4,Home Improvement,681-715,Mortgage,41.20%,17.88%,11.83%,Currently paying,21777,0,39
22804,14400,14400,60 months,359.98,1075.05,CO,2834,10,17,4,Consolidate Debt,681-715,Rent,28.30%,17.27%,11.75%,Currently paying,2830,1,12
22805,10000,10000,60 months,223.61,3550.24,CT,2583.33,6,8,2,Credit Card,681-715,Rent,67.20%,12.23%,16.14%,Currently paying,5918,0,
22806,6000,6000,60 months,131.93,6332.38,CO,6666.67,16,28,6,Credit Card,681-715,Mortgage,30.90%,11.49%,10.44%,Paid,12515,0,81
22807,19800,19800,60 months,494.97,493.45,GA,5833.33,7,17,8,Consolidate Debt,681-715,Mortgage,90.20%,17.27%,21.58%,Currently paying,8476,0,
22808,15000,14792.84,36 months,504.5,13107.64,GA,5000,14,22,7,Consolidate Debt,681-715,Mortgage,58.00%,12.87%,10.86%,Currently paying,23369,0,
22809,21600,21600,60 months,500.36,4978.5,NV,6471.5,8,19,10+,Consolidate Debt,716-750,Rent,8.40%,13.80%,15.36%,Currently paying,1123,1,19
22810,2700,2700,36 months,89.67,537.84,VA,5000,6,14,10+,Other,660-680,Mortgage,93.50%,11.99%,22.32%,Currently paying,29634,0,
22811,22000,22000,36 months,789.96,9445.99,WA,7833.33,10,30,1,Consolidate Debt,660-680,Rent,83.60%,17.51%,16.56%,Currently paying,20527,0,31
22812,8400,8400,36 months,274.97,1640.34,OK,3083.33,7,11,7,Consolidate Debt,681-715,Mortgage,72.80%,10.99%,20.66%,Currently paying,10410,0,
22813,6000,6000,36 months,195.7,0,MI,2833.33,6,6,3,Consolidate Debt,681-715,Own,7.40%,10.74%,20.08%,No payment due,1623,0,
22814,5000,5000,36 months,169.66,507.96,CT,5000,8,15,10+,Credit Card,660-680,Rent,94.40%,13.49%,17.40%,Currently paying,6231,1,11
